/root/Desktop/Image/IMG/center_2020_05_15_20_55_59_343.jpg,/root/Desktop/Image/IMG/left_2020_05_15_20_55_59_343.jpg,/root/Desktop/Image/IMG/right_2020_05_15_20_55_59_343.jpg,0,0,0,21.15835
/root/Desktop/Image/IMG/center_2020_05_15_20_55_59_430.jpg,/root/Desktop/Image/IMG/left_2020_05_15_20_55_59_430.jpg,/root/Desktop/Image/IMG/right_2020_05_15_20_55_59_430.jpg,0,0,0,20.98559
/root/Desktop/Image/IMG/center_2020_05_15_20_55_59_513.jpg,/root/Desktop/Image/IMG/left_2020_05_15_20_55_59_513.jpg,/root/Desktop/Image/IMG/right_2020_05_15_20_55_59_513.jpg,0,0,0,20.81404
/root/Desktop/Image/IMG/center_2020_05_15_20_55_59_603.jpg,/root/Desktop/Image/IMG/left_2020_05_15_20_55_59_603.jpg,/root/Desktop/Image/IMG/right_2020_05_15_20_55_59_603.jpg,0,0,0,20.60146
/root/Desktop/Image/IMG/center_2020_05_15_20_55_59_692.jpg,/root/Desktop/Image/IMG/left_2020_05_15_20_55_59_692.jpg,/root/Desktop/Image/IMG/right_2020_05_15_20_55_59_692.jpg,0,0,0,20.43293
/root/Desktop/Image/IMG/center_2020_05_15_20_55_59_780.jpg,/root/Desktop/Image/IMG/left_2020_05_15_20_55_59_780.jpg,/root/Desktop/Image/IMG/right_2020_05_15_20_55_59_780.jpg,0,0,0,20.26579
/root/Desktop/Image/IMG/center_2020_05_15_20_55_59_862.jpg,/root/Desktop/Image/IMG/left_2020_05_15_20_55_59_862.jpg,/root/Desktop/Image/IMG/right_2020_05_15_20_55_59_862.jpg,0,0,0,20.05879
/root/Desktop/Image/IMG/center_2020_05_15_20_55_59_946.jpg,/root/Desktop/Image/IMG/left_2020_05_15_20_55_59_946.jpg,/root/Desktop/Image/IMG/right_2020_05_15_20_55_59_946.jpg,0,0,0,19.89466
/root/Desktop/Image/IMG/center_2020_05_15_20_56_00_026.jpg,/root/Desktop/Image/IMG/left_2020_05_15_20_56_00_026.jpg,/root/Desktop/Image/IMG/right_2020_05_15_20_56_00_026.jpg,0,0.08549738,0,19.76564
/root/Desktop/Image/IMG/center_2020_05_15_20_56_00_110.jpg,/root/Desktop/Image/IMG/left_2020_05_15_20_56_00_110.jpg,/root/Desktop/Image/IMG/right_2020_05_15_20_56_00_110.jpg,0,0.3351181,0,19.84525
